employee_id,fio,gender,birth_date,age,education,married,kids,position,employment_type,division,distance_km,commute_min,transport_type,city,hire_date,fire_date,seniority_years
1762,Воронцова Татьяна Вениаминовна,Женский,1979-07-23,46,высшее,1.0,1,Сотрудник,Полная занятость,Техническое обслуживание,11.0,46.0,Общественный,Санкт-Петербург,2024-02-04,2024-12-23,4
1763,Зиновьев Святополк Ильясович,Мужской,1977-07-15,48,среднее профессиональное,1.0,0,Сотрудник,Полная занятость,ИТ,42.1,130.0,Общественный,Санкт-Петербург,1974-09-06,,53
1764,Волков Ефим Чеславович,Мужской,1997-02-18,28,высшее,0.0,0,Сотрудник,Полная занятость,Бухгалтерия,4.7,7.0,Личный,Санкт-Петербург,2014-09-26,2023-08-09,9
1765,Жуков Арсений Евсеевич,Мужской,1979-08-18,46,не указано,0.0,1,Сотрудник,Полная занятость,Техническое обслуживание,0.0,60.0,Личный,Санкт-Петербург,2012-03-09,,12
1766,Фомина Елизавета Аскольдовна,Женский,1976-04-05,49,среднее профессиональное,1.0,1,Ведущий специалист,Полная занятость,HR,11.8,49.0,Общественный,Санкт-Петербург,1972-03-23,2002-10-03,56
1767,Агафонов Елисей Ярославович,Мужской,1968-08-11,57,высшее,1.0,1,Сотрудник,Частичная занятость,Администрация,5.8,24.0,Общественный,Санкт-Петербург,2021-05-21,,2
1768,Бурова Майя Натановна,Женский,1970-06-11,55,высшее,1.0,0,Сотрудник,Полная занятость,ИТ,0.0,1.0,Общественный,Санкт-Петербург,1992-05-26,,33
1769,Воронова Оксана Аскольдовна,Женский,1959-09-27,66,высшее,1.0,1,Ведущий специалист,Частичная занятость,ИТ,11.3,44.0,Смешанный,Санкт-Петербург,2020-06-26,,3
1770,Волкова Лидия Борисовна,Женский,1982-03-23,43,незаконченное высшее,0.0,1,Линейный менеджер,Частичная занятость,Сервис и поддержка,9.5,67.0,Общественный,Санкт-Петербург,2014-09-20,,11
1771,Крюков Спиридон Елизарович,Мужской,1972-09-24,53,высшее,1.0,1,Сотрудник,Полная занятость,Техническое обслуживание,5.2,10.0,Личный,Санкт-Петербург,2017-05-12,2017-12-13,8
1772,Щукин Каллистрат Всеволодович,Мужской,1974-10-10,51,высшее,1.0,1,Сотрудник,Полная занятость,Сбыт,16.5,76.0,Общественный,Санкт-Петербург,2010-06-07,,18
1773,Мельников Наркис Иосифович,Мужской,1966-03-25,59,высшее,1.0,0,Ведущий специалист,Полная занятость,Сбыт,13.3,81.0,Личный,Санкт-Петербург,1991-06-08,,31
1774,Сафонова Анжела Семеновна,Женский,1980-12-23,45,высшее,0.0,1,Сотрудник,Полная занятость,Бухгалтерия,6.0,40.0,Общественный,Санкт-Петербург,1996-06-18,,30
1775,Максимова Марина Дмитриевна,Женский,1965-12-25,60,среднее профессиональное,1.0,0,Руководитель отдела,Полная занятость,Техническое обслуживание,9.7,48.0,Общественный,Санкт-Петербург,2022-08-06,,2
1776,Михеев Онуфрий Ильич,Мужской,1967-08-02,58,высшее,1.0,0,Сотрудник,Полная занятость,ИТ,6.2,33.0,Личный,Санкт-Петербург,2022-02-15,2023-03-06,5
1777,Зыков Мечислав Чеславович,Мужской,1966-12-08,59,высшее,1.0,1,Директор,Полная занятость,Администрация,13.9,36.0,Личный,Санкт-Петербург,2001-03-20,,23
1778,Вишнякова Ольга Юльевна,Женский,1987-06-18,38,высшее,1.0,0,Сотрудник,Полная занятость,ИТ,13.7,54.0,Личный,Санкт-Петербург,2017-03-22,,6
1779,Иванова Прасковья Валентиновна,Женский,1972-03-07,53,высшее,0.0,1,Сотрудник,Полная занятость,HR,0.0,1.0,Общественный,Санкт-Петербург,2013-06-27,,10
1780,Быкова Глафира Евгеньевна,Женский,1956-04-27,69,среднее профессиональное,1.0,1,Руководитель отдела,Полная занятость,HR,12.2,41.0,Личный,Санкт-Петербург,2006-03-10,,19
1781,Воробьев Софон Елисеевич,Мужской,1968-04-27,57,высшее,1.0,0,Сотрудник,Временная,Бухгалтерия,7.4,45.0,Смешанный,Санкт-Петербург,2011-07-20,2014-09-14,15
1782,Соболев Геннадий Гаврилович,Мужской,1966-07-27,59,среднее профессиональное,1.0,1,Ведущий специалист,Полная занятость,ИТ,7.1,67.0,Личный,Санкт-Петербург,2013-06-12,,10
1783,Яковлев Митофан Валерианович,Мужской,1977-02-08,48,не указано,1.0,1,Ведущий специалист,Удалённая,Производство,15.8,99.0,Общественный,Санкт-Петербург,2012-09-17,,13
1784,Нестеров Иван Фёдорович,Мужской,1984-01-05,41,среднее профессиональное,1.0,1,Линейный менеджер,Полная занятость,Безопасность,18.9,73.0,Личный,Санкт-Петербург,2013-09-02,,9
1785,Корнилов Максимильян Валентинович,Мужской,1973-08-22,52,высшее,1.0,1,Сотрудник,Частичная занятость,Администрация,3.4,32.0,Общественный,Санкт-Петербург,2022-05-03,,2
1786,Трофимова Ольга Романовна,Женский,1969-07-02,56,незаконченное высшее,0.0,1,Сотрудник,Частичная занятость,Сервис и поддержка,15.4,64.0,Общественный,Санкт-Петербург,2017-08-22,,11
1787,Никитин Харлампий Владиславович,Мужской,1984-09-15,41,высшее,1.0,1,Линейный менеджер,Полная занятость,Бухгалтерия,5.4,23.0,Личный,Санкт-Петербург,2023-02-03,,0
1788,Юдин Остап Адамович,Мужской,1973-11-23,52,высшее,1.0,1,Сотрудник,Частичная занятость,Логистика,6.6,27.0,Общественный,Санкт-Петербург,2017-01-01,,11
1789,Николаев Аникей Валерьянович,Мужской,1976-01-25,49,не указано,1.0,0,Сотрудник,Полная занятость,Сервис и поддержка,15.6,81.0,Общественный,Санкт-Петербург,2017-07-12,,11
1790,Дроздова Феврония Валериевна,Женский,1969-02-10,56,высшее,1.0,1,Ведущий специалист,Полная занятость,Сбыт,8.9,107.0,Общественный,Санкт-Петербург,2013-08-02,,15
1791,Кузьмина Раиса Аскольдовна,Женский,1983-05-21,42,незаконченное высшее,1.0,0,Сотрудник,Полная занятость,ИТ,3.8,77.0,Личный,Санкт-Петербург,2013-07-13,,10
1792,Рожкова Ульяна Вениаминовна,Женский,1959-03-24,66,высшее,1.0,1,Сотрудник,Полная занятость,Логистика,10.7,33.0,Общественный,Санкт-Петербург,1971-04-25,,54
1793,Павлов Гурий Дорофеевич,Мужской,1971-11-01,54,высшее,1.0,0,Ведущий специалист,Полная занятость,Сервис и поддержка,13.0,7.0,Общественный,Санкт-Петербург,2013-02-13,,13
1794,Стрелков Дмитрий Ярославович,Мужской,1992-08-27,33,высшее,0.0,0,Сотрудник,Полная занятость,Техническое обслуживание,5.2,6.0,Личный,Санкт-Петербург,2012-02-14,,13
1795,Кондратьева Милица Эльдаровна,Женский,1994-09-26,31,высшее,1.0,1,Сотрудник,Удалённая,Техническое обслуживание,10.7,53.0,Личный,Санкт-Петербург,2022-06-11,,2
1796,Лыткина Татьяна Архиповна,Женский,1970-03-22,55,высшее,1.0,1,Сотрудник,Полная занятость,Логистика,11.1,35.0,Личный,Санкт-Петербург,2021-03-13,2023-05-17,5
1797,Шашков Кондратий Архипович,Мужской,1976-11-03,49,среднее профессиональное,1.0,1,Сотрудник,Полная занятость,Сервис и поддержка,2.8,16.0,Смешанный,Санкт-Петербург,1993-04-20,,33
1798,Рябов Прохор Харитонович,Мужской,1985-08-16,40,высшее,0.0,1,Сотрудник,Полная занятость,Администрация,4.3,31.0,Общественный,Санкт-Петербург,2023-12-25,2024-09-16,0
1799,Беспалова Ольга Викторовна,Женский,1989-11-02,36,среднее профессиональное,0.0,0,Сотрудник,Полная занятость,Производство,2.4,13.0,Общественный,Санкт-Петербург,2022-12-24,,3
1800,Полякова Надежда Эльдаровна,Женский,1978-11-02,47,высшее,1.0,1,Ведущий специалист,Полная занятость,Сервис и поддержка,5.4,21.0,Общественный,Санкт-Петербург,2012-01-04,,16
1801,Баранов Фортунат Гавриилович,Мужской,1995-10-03,30,не указано,1.0,0,Сотрудник,Полная занятость,Финансы,1.6,8.0,Общественный,Санкт-Петербург,1957-12-15,,67
1802,Ефремов Сократ Евсеевич,Мужской,1961-09-08,64,среднее профессиональное,1.0,1,Ведущий специалист,Полная занятость,Производство,9.6,73.0,Личный,Санкт-Петербург,2017-08-10,,11
1803,Сергеев Мефодий Филиппович,Мужской,2005-11-08,20,высшее,1.0,0,Сотрудник,Частичная занятость,Финансы,8.2,26.0,Личный,Санкт-Петербург,2013-04-25,,9
1804,Кириллова Феврония Афанасьевна,Женский,1979-09-20,46,среднее профессиональное,0.0,1,Линейный менеджер,Полная занятость,Администрация,15.4,97.0,Смешанный,Санкт-Петербург,2016-10-15,,10
1805,Данилов Наркис Теймуразович,Мужской,1973-01-04,52,высшее,0.0,1,Ведущий специалист,Полная занятость,ИТ,12.9,45.0,Смешанный,Санкт-Петербург,2022-05-23,,3
1806,Титова Валентина Архиповна,Женский,1953-05-23,72,высшее,1.0,1,Сотрудник,Полная занятость,ИТ,6.8,22.0,Личный,Санкт-Петербург,2010-08-20,2023-06-09,18
1807,Медведев Станимир Юльевич,Мужской,2010-03-27,15,высшее,0.0,0,Руководитель отдела,Полная занятость,ИТ,11.6,115.0,Общественный,Санкт-Петербург,1997-12-25,,29
1808,Зимин Панкрат Вилорович,Мужской,1991-04-18,34,среднее профессиональное,0.0,1,Сотрудник,Полная занятость,Сервис и поддержка,6.8,1.0,Личный,Санкт-Петербург,2022-03-20,,5
1809,Кошелева Антонина Вячеславовна,Женский,1961-07-06,64,высшее,1.0,1,Ведущий специалист,Полная занятость,HR,5.9,1.0,Личный,Санкт-Петербург,1984-09-15,,40
1810,Мухин Юрий Алексеевич,Мужской,1958-08-03,67,среднее профессиональное,0.0,1,Линейный менеджер,Полная занятость,Сбыт,8.8,89.0,Общественный,Санкт-Петербург,2023-08-05,,3
1811,Шашков Твердислав Юлианович,Мужской,1979-01-20,46,высшее,1.0,1,Сотрудник,Полная занятость,Техническое обслуживание,5.2,71.0,Смешанный,Санкт-Петербург,2012-06-08,,12
1812,Ситникова Варвара Богдановна,Женский,1990-04-03,35,высшее,0.0,0,Сотрудник,Частичная занятость,Финансы,3.5,34.0,Личный,Санкт-Петербург,2022-06-18,2023-12-05,5
1813,Трофимов Владислав Ааронович,Мужской,1993-06-25,32,среднее профессиональное,0.0,0,Сотрудник,Полная занятость,Сервис и поддержка,21.7,62.0,Общественный,Санкт-Петербург,2017-03-20,2022-08-23,9
1814,Самсонова Нина Семеновна,Женский,1987-01-03,38,высшее,1.0,0,Сотрудник,Временная,Логистика,11.7,19.0,Общественный,Санкт-Петербург,2012-12-17,,14
1815,Гаврилова Маргарита Аскольдовна,Женский,1974-07-07,51,высшее,1.0,1,Ведущий специалист,Полная занятость,Сервис и поддержка,11.9,83.0,Личный,Санкт-Петербург,2023-01-24,2024-02-14,1
1816,Игнатова Светлана Олеговна,Женский,1973-05-23,52,высшее,1.0,0,Руководитель отдела,Полная занятость,Финансы,17.2,114.0,Общественный,Санкт-Петербург,2019-06-12,,6
1817,Данилова Ольга Мироновна,Женский,1960-01-24,65,высшее,0.0,0,Сотрудник,Полная занятость,Администрация,7.7,70.0,Общественный,Санкт-Петербург,2003-05-22,,19
1818,Шестаков Харитон Бориславович,Мужской,1990-09-16,35,высшее,1.0,1,Сотрудник,Частичная занятость,Производство,15.9,59.0,Личный,Санкт-Петербург,1995-11-10,,30
1819,Родионова Вера Ждановна,Женский,1988-12-08,37,,1.0,0,Линейный менеджер,Полная занятость,Сбыт,17.4,75.0,Личный,Санкт-Петербург,1996-04-02,,28
1820,Архипова Елизавета Артемовна,Женский,1977-07-12,48,высшее,1.0,1,Сотрудник,Частичная занятость,Сбыт,20.4,71.0,Личный,Санкт-Петербург,2024-10-09,,0
1821,Бобров Эммануил Устинович,Мужской,1968-07-04,57,высшее,1.0,1,Ведущий специалист,Полная занятость,Бухгалтерия,12.8,,Общественный,Санкт-Петербург,2014-01-21,2017-08-20,14
1822,Сидоров Евгений Абрамович,Мужской,1978-09-24,47,высшее,1.0,1,Сотрудник,Полная занятость,Бухгалтерия,2.6,37.0,Общественный,Санкт-Петербург,2017-06-23,,11
1823,Рогова Агата Филипповна,Женский,1967-12-21,58,среднее профессиональное,0.0,1,Сотрудник,Полная занятость,Администрация,8.3,34.0,Личный,Санкт-Петербург,2022-09-18,,3
1824,Галкин Викторин Абрамович,Мужской,1989-02-15,36,высшее,0.0,0,Сотрудник,Полная занятость,Финансы,1.7,1.0,Общественный,Санкт-Петербург,2016-12-09,,10
1825,Мельников Елисей Жанович,Мужской,1970-11-14,55,среднее профессиональное,0.0,1,Директор,Полная занятость,Бухгалтерия,10.4,39.0,Личный,Санкт-Петербург,2017-06-11,,7
1826,Исакова Майя Борисовна,Женский,1979-02-11,46,высшее,1.0,1,Ведущий специалист,Удалённая,HR,3.8,48.0,Личный,Санкт-Петербург,2012-08-18,,13
1827,Степанов Парфен Димитриевич,Мужской,1991-07-08,34,высшее,1.0,0,Ведущий специалист,Полная занятость,Логистика,15.4,1.0,Личный,Санкт-Петербург,1974-07-13,,53
1828,Осипова Синклитикия Олеговна,Женский,1977-01-27,48,высшее,1.0,0,Сотрудник,Частичная занятость,Техническое обслуживание,6.7,2.0,Общественный,Санкт-Петербург,2024-06-21,2024-09-07,0
1829,Воронцова Майя Юрьевна,Женский,1979-06-21,46,не указано,1.0,1,Сотрудник,Полная занятость,Сбыт,12.5,53.0,Общественный,Санкт-Петербург,2002-12-15,,22
1830,Егоров Никон Гертрудович,Мужской,1973-10-19,52,высшее,0.0,0,Сотрудник,Полная занятость,ИТ,9.3,29.0,Общественный,Санкт-Петербург,2000-09-17,,27
1831,Тихонова Таисия Федоровна,Женский,1990-10-17,35,высшее,1.0,1,Ведущий специалист,Полная занятость,Техническое обслуживание,4.1,19.0,Общественный,Санкт-Петербург,2015-06-27,,11
1832,Трофимов Денис Исидорович,Мужской,1985-01-10,40,среднее профессиональное,0.0,1,Сотрудник,Полная занятость,Техническое обслуживание,3.9,113.0,Общественный,Санкт-Петербург,2002-11-18,,20
1833,Шилов Федор Харлампьевич,Мужской,1958-06-14,67,высшее,1.0,0,Сотрудник,Полная занятость,Техническое обслуживание,25.6,100.0,Общественный,Санкт-Петербург,2001-08-15,,25
1834,Максимова Ксения Филипповна,Женский,1977-08-10,48,незаконченное высшее,1.0,1,Руководитель отдела,Полная занятость,ИТ,11.4,50.0,Личный,Санкт-Петербург,1991-09-22,,33
1835,Коновалов Никон Викентьевич,Мужской,2010-01-21,15,высшее,0.0,0,Сотрудник,Полная занятость,Логистика,43.8,106.0,Личный,Санкт-Петербург,2016-12-25,2018-07-05,10
1836,Красильников Викторин Давыдович,Мужской,1974-06-06,51,высшее,1.0,1,Линейный менеджер,Полная занятость,Сервис и поддержка,10.4,116.0,Общественный,Санкт-Петербург,2018-09-22,,6
1837,Третьякова Галина Болеславовна,Женский,1988-12-18,37,высшее,0.0,0,Сотрудник,Частичная занятость,ИТ,20.3,,Общественный,Санкт-Петербург,2021-09-03,,6
1838,Соболева Раиса Ниловна,Женский,1992-07-25,33,высшее,0.0,1,Сотрудник,Полная занятость,Техническое обслуживание,26.0,123.0,Личный,Санкт-Петербург,2016-12-09,,7
1839,Устинова Лукия Тимуровна,Женский,1960-09-17,65,среднее профессиональное,1.0,1,Ведущий специалист,Полная занятость,Администрация,8.9,75.0,Общественный,Санкт-Петербург,2020-07-04,,8
1840,Горбачев Антонин Владиславович,Мужской,1965-03-03,60,высшее,1.0,1,Сотрудник,Полная занятость,Сервис и поддержка,0.0,8.0,Общественный,Санкт-Петербург,2023-03-08,,2
1841,Колесникова Агата Богдановна,Женский,1970-09-09,55,высшее,1.0,0,Сотрудник,Полная занятость,Сбыт,4.1,28.0,Личный,Санкт-Петербург,2001-04-02,,23
1842,Бирюкова Вероника Руслановна,Женский,1957-10-12,68,высшее,1.0,0,Сотрудник,Полная занятость,Производство,27.4,73.0,Общественный,Санкт-Петербург,1993-05-18,,33
1843,Гущин Эмиль Феодосьевич,Мужской,1979-09-11,46,высшее,1.0,1,Линейный менеджер,Полная занятость,Логистика,12.1,41.0,Общественный,Санкт-Петербург,2017-05-23,,5
1844,Беляев Арсений Евсеевич,Мужской,1972-10-03,53,незаконченное высшее,1.0,1,Сотрудник,Частичная занятость,Производство,22.5,142.0,Общественный,Санкт-Петербург,2011-10-04,,13
1845,Полякова Маргарита Артемовна,Женский,1973-08-06,52,среднее профессиональное,0.0,1,Сотрудник,Полная занятость,Администрация,4.8,69.0,Личный,Санкт-Петербург,2020-10-03,,2
1846,Кошелева Александра Натановна,Женский,1973-11-17,52,высшее,1.0,0,Сотрудник,Полная занятость,Производство,4.4,1.0,Личный,Санкт-Петербург,1998-05-02,,29
1847,Тетерин Олег Ермилович,Мужской,1996-06-05,29,высшее,0.0,0,Сотрудник,Полная занятость,Сбыт,15.6,62.0,Общественный,Санкт-Петербург,2022-08-14,,2
1848,Кулаков Эдуард Антонович,Мужской,1968-02-06,57,высшее,1.0,0,Ведущий специалист,Полная занятость,Финансы,9.4,80.0,Общественный,Санкт-Петербург,2011-06-20,,13
1849,Блохина Дарья Святославовна,Женский,1977-03-16,48,высшее,0.0,1,Линейный менеджер,Полная занятость,Производство,9.3,143.0,Личный,Санкт-Петербург,1999-10-10,,27
1850,Быков Автоном Германович,Мужской,1976-08-24,49,высшее,1.0,0,Руководитель отдела,Полная занятость,Сервис и поддержка,3.3,69.0,Личный,Санкт-Петербург,2011-03-05,,12
1851,Якушева Регина Ильинична,Женский,1959-05-01,66,незаконченное высшее,1.0,1,Сотрудник,Полная занятость,Сервис и поддержка,9.2,25.0,Общественный,Санкт-Петербург,2014-11-08,,11
1852,Григорьев Ананий Яковлевич,Мужской,1965-06-17,60,высшее,0.0,1,Ведущий специалист,Временная,Сбыт,12.3,45.0,Общественный,Санкт-Петербург,2011-08-05,,15
1853,Михеева Елизавета Юрьевна,Женский,1980-08-06,45,среднее профессиональное,1.0,1,Сотрудник,Полная занятость,Бухгалтерия,31.4,79.0,Личный,Санкт-Петербург,1999-03-09,,29
1854,Романова Александра Михайловна,Женский,1978-09-26,47,высшее,1.0,1,Линейный менеджер,Полная занятость,Бухгалтерия,13.1,,Общественный,Санкт-Петербург,2019-09-19,,4
1855,Журавлев Август Владиленович,Мужской,1977-04-08,48,высшее,1.0,1,Ведущий специалист,Полная занятость,Сбыт,3.5,44.0,Общественный,Санкт-Петербург,2023-07-17,,4
1856,Беляев Кирилл Трифонович,Мужской,1960-08-16,65,не указано,1.0,1,Сотрудник,Полная занятость,HR,39.2,164.0,Общественный,Санкт-Петербург,2023-06-14,,3
1857,Казаков Николай Трофимович,Мужской,1979-08-18,46,среднее профессиональное,1.0,1,Линейный менеджер,Полная занятость,Производство,5.6,20.0,Общественный,Санкт-Петербург,2024-05-27,,0
1858,Сафонов Евстигней Ярославович,Мужской,1990-09-06,35,высшее,1.0,0,Линейный менеджер,Полная занятость,Производство,11.5,15.0,Общественный,Санкт-Петербург,1972-07-23,,52
1859,Попова Ангелина Богдановна,Женский,1993-02-21,32,среднее профессиональное,0.0,1,Сотрудник,Полная занятость,ИТ,7.0,1.0,Общественный,Санкт-Петербург,1990-05-27,,37
1860,Хохлов Кондратий Иларионович,Мужской,1966-11-01,59,высшее,0.0,1,Директор,Полная занятость,Логистика,8.4,38.0,Смешанный,Санкт-Петербург,2014-06-15,,10
1861,Коновалов Кирилл Давидович,Мужской,1996-06-17,29,высшее,0.0,0,Ведущий специалист,Полная занятость,Сбыт,9.1,1.0,Общественный,Санкт-Петербург,2007-01-13,2013-06-27,16
1862,Кошелева Евдокия Робертовна,Женский,1992-09-11,33,высшее,0.0,1,Линейный менеджер,Полная занятость,Администрация,7.3,16.0,Личный,Санкт-Петербург,2017-06-09,,8
1863,Тетерина Милица Филипповна,Женский,1964-09-27,61,высшее,1.0,1,Ведущий специалист,Полная занятость,Производство,12.6,25.0,Смешанный,Санкт-Петербург,2012-09-09,,10
1864,Иванов Казимир Всеволодович,Мужской,1998-06-05,27,незаконченное высшее,0.0,0,Сотрудник,Полная занятость,Сервис и поддержка,6.4,28.0,Общественный,Санкт-Петербург,2010-05-06,,13
1865,Исакова Прасковья Борисовна,Женский,1989-02-03,36,высшее,0.0,1,Сотрудник,Полная занятость,Администрация,4.7,29.0,Общественный,Санкт-Петербург,1988-06-17,,36
1866,Шилова Анжела Сергеевна,Женский,1982-06-07,43,незаконченное высшее,1.0,1,Ведущий специалист,Полная занятость,Логистика,5.3,56.0,Общественный,Санкт-Петербург,2019-09-19,,7
1867,Анисимов Матвей Валентинович,Мужской,1959-08-09,66,незаконченное высшее,,1,Ведущий специалист,Полная занятость,Сервис и поддержка,11.1,16.0,Общественный,Санкт-Петербург,2018-07-20,,10
1868,Брагина Раиса Ждановна,Женский,1955-09-05,70,высшее,1.0,1,Сотрудник,Полная занятость,Сбыт,2.3,25.0,Общественный,Санкт-Петербург,2020-06-04,,3
1869,Шашков Тимофей Димитриевич,Мужской,1983-06-15,42,высшее,1.0,1,Ведущий специалист,Полная занятость,HR,3.8,73.0,Личный,Санкт-Петербург,2012-10-15,,12
1870,Шубина Нинель Мироновна,Женский,1955-06-05,70,,1.0,0,Ведущий специалист,Полная занятость,Безопасность,8.5,24.0,Личный,Санкт-Петербург,2001-07-07,,27
1871,Воронцова Ольга Ефимовна,Женский,1998-08-19,27,высшее,0.0,0,Линейный менеджер,Частичная занятость,Бухгалтерия,19.9,63.0,Общественный,Санкт-Петербург,1992-02-21,,30
1872,Симонова Лукия Робертовна,Женский,2003-11-03,22,высшее,0.0,0,Ведущий специалист,Полная занятость,Техническое обслуживание,8.8,81.0,Общественный,Санкт-Петербург,2005-05-02,,19
1873,Федосеев Родион Аксёнович,Мужской,1967-02-05,58,незаконченное высшее,0.0,1,Линейный менеджер,Полная занятость,Производство,7.4,56.0,Личный,Санкт-Петербург,1957-02-12,,68
1874,Трофимова Валерия Захаровна,Женский,1979-04-15,46,среднее профессиональное,1.0,0,Сотрудник,Полная занятость,Администрация,18.8,,Общественный,Санкт-Петербург,1974-06-10,1975-03-01,54
1875,Виноградова Марина Дмитриевна,Женский,1999-07-25,26,высшее,0.0,0,Руководитель отдела,Полная занятость,Финансы,4.9,89.0,Общественный,Санкт-Петербург,1970-10-25,,53
1876,Ларионов Иван Жанович,Мужской,1980-02-05,45,высшее,1.0,1,Сотрудник,Полная занятость,Логистика,2.4,70.0,Личный,Санкт-Петербург,2012-10-01,2022-03-18,16
1877,Тихонов Милован Ярославович,Мужской,1970-07-17,55,высшее,1.0,0,Сотрудник,Временная,Сервис и поддержка,9.3,79.0,Общественный,Санкт-Петербург,2010-03-07,2018-06-04,18
1878,Белякова Агафья Захаровна,Женский,2008-07-07,17,высшее,0.0,0,Сотрудник,Полная занятость,Производство,12.5,65.0,Общественный,Санкт-Петербург,2017-08-19,,9
1879,Крылова Ия Богдановна,Женский,2003-02-12,22,среднее профессиональное,0.0,0,Ведущий специалист,Полная занятость,Производство,5.5,95.0,Личный,Санкт-Петербург,1994-08-18,,34
1880,Власова Лукия Анатольевна,Женский,1964-06-01,61,высшее,1.0,1,Сотрудник,Полная занятость,Безопасность,7.8,12.0,Общественный,Санкт-Петербург,1994-06-23,,30
1881,Жданова Дарья Руслановна,Женский,1972-05-27,53,высшее,1.0,0,Сотрудник,Полная занятость,HR,10.0,57.0,Личный,Санкт-Петербург,2002-01-05,,25
1882,Веселова Людмила Даниловна,Женский,1959-03-04,66,не указано,1.0,1,Линейный менеджер,Полная занятость,Сбыт,15.9,19.0,Общественный,Санкт-Петербург,1992-06-09,,35
1883,Рожков Филипп Евстигнеевич,Мужской,1973-05-10,52,высшее,0.0,0,Ведущий специалист,Полная занятость,ИТ,12.4,80.0,Общественный,Санкт-Петербург,1991-11-15,,31
1884,Королева Евдокия Святославовна,Женский,1980-10-18,45,высшее,1.0,1,Ведущий специалист,Полная занятость,Администрация,5.9,8.0,Личный,Санкт-Петербург,2012-06-27,,13
1885,Зиновьев Евстигней Данилович,Мужской,1978-11-27,47,высшее,1.0,1,Линейный менеджер,Частичная занятость,Сбыт,5.3,77.0,Личный,Санкт-Петербург,2024-07-23,,1
1886,Зиновьев Иларион Евсеевич,Мужской,1971-11-11,54,высшее,1.0,0,Сотрудник,Полная занятость,Сервис и поддержка,15.5,101.0,Личный,Санкт-Петербург,1964-03-06,,60
1887,Ершова Елизавета Геннадьевна,Женский,1972-01-25,53,высшее,1.0,1,Сотрудник,Полная занятость,ИТ,12.6,60.0,Общественный,Санкт-Петербург,1999-01-27,,26
1888,Щукина Зинаида Яковлевна,Женский,1985-07-23,40,среднее профессиональное,1.0,0,Сотрудник,Полная занятость,Сервис и поддержка,9.2,67.0,Личный,Санкт-Петербург,2001-09-26,,22
1889,Ефимова Виктория Борисовна,Женский,1952-11-15,73,высшее,1.0,1,Руководитель отдела,Частичная занятость,Бухгалтерия,5.8,7.0,Общественный,Санкт-Петербург,2015-08-04,2015-01-24,8
1890,Ковалева Анжелика Святославовна,Женский,1965-03-10,60,высшее,1.0,0,Руководитель отдела,Полная занятость,Администрация,3.0,63.0,Личный,Санкт-Петербург,2006-10-21,,21
1891,Горбачева Агата Тимофеевна,Женский,1975-04-03,50,не указано,1.0,0,Сотрудник,Полная занятость,HR,14.2,132.0,Личный,Санкт-Петербург,2011-01-22,2024-07-03,17
1892,Кондратьев Андроник Харлампьевич,Мужской,1972-11-19,53,высшее,1.0,1,Сотрудник,Полная занятость,Сервис и поддержка,11.3,47.0,Личный,Санкт-Петербург,1996-02-08,,28
1893,Давыдова Юлия Кузьминична,Женский,2007-06-01,18,высшее,0.0,0,Сотрудник,Полная занятость,ИТ,35.0,125.0,Общественный,Санкт-Петербург,2020-11-22,,5
1894,Горшкова Ульяна Игоревна,Женский,1982-08-07,43,высшее,1.0,1,Сотрудник,Полная занятость,Производство,14.1,44.0,Общественный,Санкт-Петербург,1997-05-17,,27
1895,Емельянов Добромысл Яковлевич,Мужской,1968-10-12,57,среднее профессиональное,1.0,0,Сотрудник,Полная занятость,Сбыт,1.6,1.0,Общественный,Санкт-Петербург,2014-08-09,,9
1896,Матвеев Никон Гурьевич,Мужской,1984-05-21,41,высшее,1.0,1,Ведущий специалист,Полная занятость,Бухгалтерия,96.5,321.0,Общественный,Санкт-Петербург,2008-05-11,,18
1897,Ситникова Ульяна Владимировна,Женский,1980-11-23,45,высшее,0.0,1,Руководитель отдела,Полная занятость,Техническое обслуживание,7.3,71.0,Общественный,Санкт-Петербург,2013-07-21,,11
1898,Зайцева Светлана Олеговна,Женский,1980-07-18,45,высшее,0.0,0,Сотрудник,Полная занятость,Сбыт,20.8,79.0,Общественный,Санкт-Петербург,2000-04-13,,24
1899,Архипов Тимур Александрович,Мужской,1989-07-06,36,высшее,0.0,0,Ведущий специалист,Полная занятость,Бухгалтерия,10.6,36.0,Личный,Санкт-Петербург,2010-08-09,,15
1900,Овчинников Милан Тимурович,Мужской,1987-03-09,38,высшее,0.0,0,Сотрудник,Частичная занятость,Сбыт,17.5,72.0,Общественный,Санкт-Петербург,1973-01-22,2006-02-04,52
1901,Самойлова Дарья Робертовна,Женский,1987-05-25,38,высшее,1.0,1,Ведущий специалист,Полная занятость,HR,18.7,92.0,Общественный,Санкт-Петербург,2014-11-20,,12
1902,Турова Варвара Семеновна,Женский,1978-12-08,47,среднее профессиональное,1.0,1,Ведущий специалист,Полная занятость,Производство,4.8,1.0,Общественный,Санкт-Петербург,1967-11-08,,59
1903,Рыбакова Лариса Андреевна,Женский,2010-12-21,15,не указано,0.0,0,Линейный менеджер,Временная,Бухгалтерия,9.7,121.0,Личный,Санкт-Петербург,2006-01-20,,19
